"Date","Price","Open","High","Low","Vol.","Change %"
"06/04/2020","2,084.30","2,064.35","2,089.40","2,057.37","6.66B","2.85%"
"06/02/2020","2,026.48","2,003.81","2,026.51","1,996.56","5.00B","1.89%"
"06/01/2020","1,988.88","1,994.57","2,005.52","1,983.03","5.44B","0.72%"
"05/29/2020","1,974.61","1,955.09","1,974.81","1,938.63","5.83B","0.70%"
"05/28/2020","1,960.86","1,992.41","1,995.63","1,960.86","4.18B","-0.70%"
"05/27/2020","1,974.78","1,963.55","1,975.71","1,946.37","4.74B","0.74%"
"05/26/2020","1,960.27","1,961.75","1,977.66","1,954.85","5.65B","1.22%"
"05/25/2020","1,936.70","1,917.37","1,941.43","1,907.39","4.54B","1.33%"
"05/22/2020","1,911.21","1,919.66","1,922.61","1,883.78","3.74B","-1.46%"
"05/21/2020","1,939.50","1,955.71","1,959.92","1,929.34","3.88B","-0.11%"
"05/20/2020","1,941.71","1,924.54","1,941.73","1,917.17","3.94B","0.99%"
"05/19/2020","1,922.60","1,924.01","1,938.19","1,914.78","3.87B","1.99%"
"05/18/2020","1,885.02","1,891.17","1,901.40","1,880.08","2.96B","0.52%"
"05/15/2020","1,875.19","1,886.93","1,890.25","1,872.63","2.47B","-0.06%"
"05/14/2020","1,876.37","1,886.50","1,893.20","1,869.35","2.91B","-1.29%"
"05/13/2020","1,900.80","1,905.49","1,915.99","1,894.11","3.03B","-0.54%"
"05/12/2020","1,911.06","1,888.55","1,916.11","1,884.80","2.77B","1.02%"
"05/11/2020","1,891.72","1,876.85","1,903.51","1,875.34","2.70B","1.81%"
"05/08/2020","1,858.03","1,858.50","1,866.70","1,842.12","2.26B","0.68%"
"05/07/2020","1,845.47","1,868.73","1,874.67","1,835.28","3.18B","-1.64%"
"05/05/2020","1,876.24","1,889.62","1,894.15","1,874.44","2.76B","-1.94%"
"04/30/2020","1,913.35","1,905.91","1,913.35","1,896.20","3.59B","1.81%"
"04/29/2020","1,879.33","1,883.13","1,889.62","1,870.47","2.75B","0.50%"
"04/28/2020","1,869.96","1,857.43","1,884.26","1,845.75","2.52B","0.70%"
"04/27/2020","1,857.04","1,863.93","1,866.89","1,842.70","1.69B","0.74%"
"04/24/2020","1,843.41","1,871.71","1,880.28","1,838.62","2.95B","-1.38%"
"04/23/2020","1,869.26","1,863.02","1,879.74","1,851.32","2.91B","0.69%"
"04/22/2020","1,856.46","1,830.05","1,858.97","1,806.46","3.00B","0.73%"
"04/21/2020","1,843.07","1,835.29","1,858.62","1,828.21","2.91B","-1.38%"
"04/20/2020","1,868.81","1,826.81","1,882.19","1,818.73","3.11B","2.49%"
"04/17/2020","1,823.48","1,806.87","1,825.19","1,786.73","2.68B","3.86%"
"04/16/2020","1,755.73","1,797.83","1,807.07","1,755.72","2.92B","-3.28%"
"04/15/2020","1,815.18","1,845.05","1,857.88","1,812.46","3.16B","-1.98%"
"04/14/2020","1,851.77","1,848.68","1,870.81","1,826.68","3.81B","1.57%"
"04/13/2020","1,823.12","1,813.48","1,824.64","1,797.71","2.57B","0.61%"
"04/10/2020","1,812.02","1,777.91","1,812.22","1,774.31","2.63B","1.49%"
"04/09/2020","1,785.34","1,804.34","1,840.98","1,771.54","3.96B","0.27%"
"04/08/2020","1,780.50","1,776.24","1,796.64","1,759.83","3.88B","-1.02%"
"04/07/2020","1,798.92","1,752.06","1,808.83","1,729.63","4.38B","7.60%"
"04/03/2020","1,671.79","1,694.44","1,704.77","1,657.95","4.68B","-0.04%"
"04/02/2020","1,672.52","1,629.55","1,682.05","1,615.41","5.10B","3.57%"
"04/01/2020","1,614.84","1,633.78","1,659.50","1,614.69","2.92B","-2.05%"
"03/31/2020","1,648.71","1,626.07","1,652.32","1,615.62","3.15B","3.71%"
"03/30/2020","1,589.79","1,589.99","1,602.62","1,566.73","1.89B","-1.31%"
"03/27/2020","1,610.90","1,638.69","1,655.51","1,594.12","3.15B","0.45%"
"03/26/2020","1,603.71","1,574.29","1,623.49","1,569.92","2.96B","1.25%"
"03/25/2020","1,583.89","1,556.21","1,617.98","1,533.45","3.35B","5.22%"
"03/24/2020","1,505.34","1,554.55","1,560.06","1,486.61","3.15B","1.38%"
"03/23/2020","1,484.85","1,514.92","1,552.74","1,483.24","3.06B","-10.09%"
"03/20/2020","1,651.40","1,568.95","1,662.66","1,554.25","4.43B","9.19%"
"03/19/2020","1,512.46","1,467.66","1,523.32","1,455.59","2.99B","-0.22%"
"03/18/2020","1,515.84","1,524.87","1,563.39","1,478.88","2.86B","1.44%"
"03/17/2020","1,494.37","1,513.60","1,555.15","1,494.37","3.10B","-1.13%"
"03/16/2020","1,511.41","1,551.64","1,606.94","1,506.72","3.37B","-7.95%"
"03/13/2020","1,641.89","1,438.91","1,702.81","1,383.71","5.54B","2.62%"
"03/12/2020","1,599.98","1,699.41","1,705.74","1,568.71","4.64B","-11.76%"
"03/11/2020","1,813.25","1,843.83","1,867.11","1,790.71","2.62B","-1.93%"
"03/10/2020","1,848.86","1,835.43","1,874.98","1,828.04","2.91B","1.43%"
"03/09/2020","1,822.83","1,845.81","1,897.90","1,811.53","4.08B","-9.06%"
"03/06/2020","2,004.37","2,019.37","2,022.43","1,996.56","1.96B","-2.17%"
"03/05/2020","2,048.82","2,053.49","2,079.48","2,048.82","2.37B","0.77%"
"03/04/2020","2,033.22","2,007.84","2,039.16","2,002.39","2.02B","0.12%"
"03/03/2020","2,030.75","2,004.51","2,040.68","1,992.75","2.64B","3.29%"
"03/02/2020","1,966.02","1,998.11","2,004.07","1,935.25","2.71B","-0.16%"
"02/28/2020","1,969.26","1,980.35","1,998.32","1,961.35","2.96B","-4.24%"
"02/27/2020","2,056.39","2,019.01","2,062.85","1,993.18","2.76B","2.32%"
"02/26/2020","2,009.72","2,099.10","2,105.55","2,009.72","3.75B","-5.24%"
"02/25/2020","2,120.87","2,113.63","2,134.51","2,084.00","2.93B","0.52%"
"02/24/2020","2,109.99","2,165.90","2,168.13","2,109.99","2.56B","-4.14%"
"02/21/2020","2,201.09","2,174.08","2,201.23","2,170.95","1.95B","0.34%"
"02/20/2020","2,193.65","2,215.81","2,216.49","2,181.66","2.18B","-1.05%"
"02/19/2020","2,216.85","2,233.71","2,243.93","2,210.91","2.00B","-0.45%"
"02/18/2020","2,226.94","2,237.37","2,239.73","2,221.59","1.49B","-0.99%"
"02/17/2020","2,249.17","2,245.63","2,255.44","2,240.30","1.45B","0.34%"
"02/14/2020","2,241.63","2,258.51","2,263.47","2,237.89","2.08B","-0.42%"
"02/13/2020","2,251.10","2,263.61","2,268.13","2,247.81","1.50B","-0.63%"
"02/12/2020","2,265.29","2,250.47","2,271.36","2,247.19","1.94B","1.21%"
"02/11/2020","2,238.11","2,262.97","2,264.84","2,236.65","1.87B","-0.87%"
"02/07/2020","2,257.67","2,260.29","2,265.67","2,244.51","2.00B","-0.10%"
"02/06/2020","2,259.86","2,266.98","2,273.11","2,252.24","2.42B","0.00%"
"02/05/2020","2,259.90","2,241.00","2,262.42","2,232.19","2.46B","0.98%"
"02/04/2020","2,237.92","2,208.22","2,239.68","2,202.93","2.28B","1.78%"
"02/03/2020","2,198.82","2,214.71","2,227.34","2,198.44","1.88B","-1.20%"
"01/31/2020","2,225.62","2,249.16","2,254.56","2,225.53","1.90B","-0.64%"
"01/30/2020","2,240.05","2,228.73","2,243.93","2,226.88","1.76B","-0.14%"
"01/29/2020","2,243.29","2,239.66","2,249.31","2,219.86","2.01B","0.93%"
"01/28/2020","2,222.63","2,231.63","2,258.37","2,211.93","2.25B","-0.73%"
"01/27/2020","2,238.95","2,276.22","2,278.83","2,229.21","2.73B","-3.31%"
"01/24/2020","2,315.58","2,323.83","2,326.15","2,311.40","1.52B","-0.23%"
"01/23/2020","2,320.90","2,314.51","2,327.58","2,308.74","2.07B","-0.02%"
"01/22/2020","2,321.48","2,329.11","2,331.09","2,308.93","2.51B","-0.02%"
"01/21/2020","2,321.83","2,334.51","2,341.59","2,318.99","2.51B","-0.99%"
"01/20/2020","2,345.03","2,359.61","2,361.87","2,341.10","1.96B","-0.90%"
"01/17/2020","2,366.43","2,366.74","2,372.85","2,359.68","2.02B","0.27%"
"01/16/2020","2,360.09","2,339.16","2,364.43","2,337.06","1.97B","1.00%"
"01/15/2020","2,336.78","2,340.83","2,349.02","2,328.53","1.98B","-0.53%"
"01/14/2020","2,349.12","2,354.56","2,359.56","2,336.13","1.93B","0.01%"
"01/13/2020","2,348.98","2,351.03","2,355.51","2,337.17","1.76B","0.31%"
"01/10/2020","2,341.72","2,346.96","2,348.33","2,330.27","1.73B","0.01%"
"01/09/2020","2,341.48","2,331.73","2,345.33","2,322.70","2.42B","1.37%"
"01/08/2020","2,309.88","2,326.05","2,331.21","2,303.62","2.63B","-1.76%"
"01/07/2020","2,351.25","2,343.05","2,351.50","2,325.22","2.29B","1.10%"
"01/06/2020","2,325.75","2,348.77","2,352.38","2,320.80","2.89B","-1.70%"
"01/03/2020","2,365.86","2,369.87","2,382.15","2,361.84","2.17B","-0.13%"
"01/02/2020","2,368.91","2,350.41","2,373.91","2,348.22","2.38B","1.14%"
"12/30/2019","2,342.21","2,347.35","2,351.13","2,337.87","1.15B","0.01%"
"12/27/2019","2,342.05","2,353.21","2,360.24","2,323.01","1.49B","-0.12%"
"12/26/2019","2,344.83","2,338.75","2,347.20","2,336.55","1.27B","0.33%"
"12/25/2019","2,337.13","2,326.72","2,340.71","2,323.98","909.04M","0.25%"
"12/24/2019","2,331.24","2,342.41","2,345.18","2,328.64","1.59B","-0.39%"
"12/23/2019","2,340.28","2,341.52","2,353.71","2,335.92","2.04B","0.09%"
"12/20/2019","2,338.17","2,338.81","2,344.74","2,327.45","2.41B","-0.14%"
"12/19/2019","2,341.40","2,318.47","2,347.77","2,307.35","3.36B","0.59%"
"12/18/2019","2,327.73","2,313.62","2,331.78","2,312.58","2.15B","1.13%"
"12/17/2019","2,301.66","2,304.07","2,313.47","2,289.25","2.47B","0.04%"
"12/16/2019","2,300.78","2,338.63","2,340.04","2,300.78","1.42B","-1.71%"
"12/13/2019","2,340.75","2,346.36","2,353.55","2,332.73","2.13B","0.82%"
"12/12/2019","2,321.80","2,311.54","2,330.21","2,307.84","2.12B","0.95%"
"12/11/2019","2,299.91","2,301.66","2,309.42","2,289.82","1.98B","0.10%"
"12/09/2019","2,297.62","2,304.14","2,304.31","2,285.47","1.80B","-0.20%"
"12/06/2019","2,302.17","2,320.58","2,328.97","2,300.08","1.60B","-0.41%"
"12/04/2019","2,311.64","2,304.85","2,320.06","2,295.11","2.05B","-0.12%"
"12/03/2019","2,314.38","2,303.61","2,323.75","2,301.28","1.75B","-0.05%"
"12/02/2019","2,315.59","2,346.75","2,348.14","2,309.17","1.83B","-1.44%"
"11/29/2019","2,349.32","2,355.91","2,356.44","2,332.10","2.25B","-0.58%"
"11/28/2019","2,363.08","2,378.92","2,380.85","2,358.58","2.20B","-0.67%"
"11/27/2019","2,378.94","2,383.34","2,388.12","2,373.40","2.70B","-0.03%"
"11/26/2019","2,379.61","2,396.20","2,400.54","2,378.23","3.69B","-0.45%"
"11/25/2019","2,390.39","2,372.37","2,390.41","2,369.15","2.30B","1.18%"
"11/22/2019","2,362.57","2,359.08","2,366.05","2,351.01","1.92B","0.42%"
"11/21/2019","2,352.75","2,355.53","2,358.18","2,338.60","2.39B","-0.27%"
"11/20/2019","2,359.15","2,362.89","2,370.29","2,356.18","2.29B","-0.76%"
"11/19/2019","2,377.18","2,375.08","2,382.06","2,365.02","1.92B","-0.11%"
"11/18/2019","2,379.70","2,375.39","2,384.05","2,360.80","1.97B","0.42%"
"11/15/2019","2,369.79","2,385.33","2,388.96","2,357.60","2.95B","-0.39%"
"11/14/2019","2,379.09","2,388.81","2,394.76","2,371.02","1.99B","-0.31%"
"11/13/2019","2,386.49","2,396.44","2,407.06","2,378.80","1.70B","-0.75%"
"11/12/2019","2,404.57","2,404.68","2,417.87","2,398.45","1.53B","0.21%"
"11/11/2019","2,399.43","2,414.74","2,417.79","2,394.13","1.99B","-1.03%"
"11/08/2019","2,424.40","2,429.12","2,432.18","2,417.28","1.90B","-0.20%"
"11/07/2019","2,429.15","2,398.57","2,429.93","2,392.34","2.11B","1.23%"
"11/06/2019","2,399.67","2,404.99","2,412.47","2,395.24","2.07B","-0.24%"
"11/05/2019","2,405.50","2,407.54","2,409.76","2,389.24","2.18B","0.36%"
"11/04/2019","2,396.76","2,360.98","2,401.84","2,359.22","2.84B","2.23%"
"11/01/2019","2,344.43","2,356.31","2,361.49","2,339.00","1.87B","-0.56%"
"10/31/2019","2,357.61","2,369.84","2,373.99","2,356.28","1.82B","-0.15%"
"10/30/2019","2,361.23","2,347.08","2,361.23","2,338.18","1.97B","0.85%"
"10/29/2019","2,341.33","2,359.18","2,365.85","2,337.55","1.64B","-0.39%"
"10/28/2019","2,350.43","2,340.64","2,355.58","2,321.20","1.69B","0.37%"
"10/25/2019","2,341.70","2,383.40","2,387.12","2,340.11","2.51B","-1.77%"
"10/24/2019","2,383.98","2,406.50","2,409.56","2,377.58","2.29B","-0.57%"
"10/22/2019","2,397.76","2,386.58","2,399.65","2,385.41","1.45B","0.77%"
"10/21/2019","2,379.44","2,394.29","2,397.45","2,376.83","1.72B","-0.71%"
"10/18/2019","2,396.43","2,402.10","2,408.24","2,383.22","2.42B","-0.15%"
"10/17/2019","2,400.11","2,410.71","2,412.72","2,395.00","2.22B","-0.09%"
"10/16/2019","2,402.36","2,395.29","2,406.68","2,392.97","2.31B","0.54%"
"10/15/2019","2,389.53","2,395.16","2,400.01","2,380.40","1.60B","0.10%"
"10/11/2019","2,387.18","2,365.71","2,390.03","2,364.95","1.86B","1.41%"
"10/10/2019","2,353.98","2,366.64","2,368.96","2,353.25","1.38B","-0.71%"
"10/09/2019","2,370.90","2,360.36","2,373.62","2,349.66","1.26B","0.38%"
"10/08/2019","2,362.04","2,376.77","2,382.25","2,357.94","1.24B","-0.12%"
"10/07/2019","2,364.98","2,361.95","2,370.24","2,354.65","1.30B","0.58%"
"10/04/2019","2,351.32","2,362.49","2,365.66","2,347.22","1.26B","-0.28%"
"10/03/2019","2,357.87","2,349.68","2,365.66","2,347.60","1.19B","-0.17%"
"10/02/2019","2,361.92","2,368.34","2,371.25","2,353.17","1.29B","-0.71%"
"10/01/2019","2,378.91","2,401.63","2,404.68","2,376.94","1.37B","-0.91%"
"09/30/2019","2,400.84","2,410.01","2,413.32","2,394.04","1.56B","-0.43%"
"09/27/2019","2,411.31","2,397.48","2,420.52","2,387.52","1.65B","0.54%"
"09/26/2019","2,398.38","2,392.80","2,401.31","2,387.49","1.83B","0.65%"
"09/25/2019","2,382.80","2,377.07","2,388.05","2,372.19","1.90B","-0.20%"
"09/24/2019","2,387.58","2,375.64","2,393.83","2,374.11","2.25B","0.56%"
"09/23/2019","2,374.28","2,394.40","2,395.86","2,370.98","1.76B","-0.92%"
"09/20/2019","2,396.38","2,402.03","2,408.23","2,380.89","2.47B","-0.22%"
"09/19/2019","2,401.68","2,429.87","2,437.67","2,396.94","2.39B","-0.99%"
"09/18/2019","2,425.59","2,441.47","2,443.76","2,419.32","2.11B","-0.68%"
"09/17/2019","2,442.14","2,437.08","2,453.67","2,433.98","2.44B","0.09%"
"09/16/2019","2,439.94","2,446.28","2,450.01","2,431.25","1.95B","0.10%"
"09/13/2019","2,437.40","2,441.65","2,446.43","2,426.97","2.31B","0.04%"
"09/12/2019","2,436.35","2,467.28","2,468.65","2,433.36","2.63B","-0.98%"
"09/11/2019","2,460.53","2,450.58","2,461.57","2,437.84","2.59B","0.68%"
"09/10/2019","2,443.80","2,458.47","2,462.96","2,437.66","2.00B","-0.29%"
"09/09/2019","2,450.79","2,453.44","2,459.19","2,441.93","1.77B","0.08%"
"09/06/2019","2,448.89","2,461.69","2,464.73","2,444.15","1.56B","0.00%"
"09/05/2019","2,448.85","2,450.72","2,456.01","2,437.81","1.97B","0.79%"
"09/04/2019","2,429.62","2,415.26","2,440.33","2,408.63","2.16B","1.21%"
"09/03/2019","2,400.58","2,426.06","2,430.51","2,400.53","2.00B","-0.84%"
"09/02/2019","2,420.85","2,415.52","2,429.29","2,406.90","1.90B","-0.11%"
"08/30/2019","2,423.44","2,409.17","2,423.44","2,401.04","2.27B","1.14%"
"08/29/2019","2,396.04","2,365.61","2,396.04","2,363.12","2.26B","1.65%"
"08/28/2019","2,357.06","2,359.64","2,369.31","2,353.85","1.74B","0.14%"
"08/27/2019","2,353.67","2,369.90","2,379.50","2,347.07","2.74B","-0.57%"
"08/26/2019","2,367.14","2,361.76","2,370.52","2,343.40","2.47B","-1.62%"
"08/23/2019","2,406.15","2,390.95","2,406.69","2,387.87","2.09B","0.95%"
"08/22/2019","2,383.46","2,372.11","2,391.29","2,370.66","2.51B","-0.28%"
"08/21/2019","2,390.14","2,373.02","2,398.29","2,364.17","1.94B","0.96%"
"08/20/2019","2,367.37","2,396.72","2,397.81","2,361.30","2.09B","-0.86%"
"08/19/2019","2,387.99","2,392.47","2,399.19","2,381.51","2.39B","0.37%"
"08/16/2019","2,379.08","2,343.70","2,381.99","2,338.05","2.42B","1.86%"
"08/15/2019","2,335.62","2,333.81","2,353.20","2,312.74","3.56B","-0.92%"
"08/14/2019","2,357.36","2,380.84","2,392.33","2,344.69","2.67B","0.06%"
"08/13/2019","2,355.84","2,391.95","2,394.81","2,353.44","2.40B","-2.05%"
"08/09/2019","2,405.17","2,440.04","2,445.91","2,403.26","2.30B","-0.93%"
"08/08/2019","2,427.87","2,438.39","2,442.96","2,419.97","2.04B","-0.36%"
"08/07/2019","2,436.73","2,442.36","2,457.84","2,430.23","2.77B","-0.13%"
"08/06/2019","2,439.81","2,409.98","2,445.34","2,401.87","2.57B","0.39%"
"08/05/2019","2,430.30","2,445.48","2,457.66","2,428.88","1.63B","-1.29%"
"08/02/2019","2,462.03","2,455.06","2,466.82","2,440.51","2.99B","-1.00%"
"08/01/2019","2,486.96","2,496.36","2,501.16","2,479.33","2.11B","-0.75%"
"07/31/2019","2,505.76","2,492.19","2,512.89","2,490.01","1.73B","0.40%"
"07/30/2019","2,495.67","2,512.19","2,517.93","2,491.69","1.95B","-0.58%"
"07/26/2019","2,510.25","2,528.91","2,530.53","2,505.38","2.34B","-0.87%"
"07/25/2019","2,532.25","2,527.97","2,537.02","2,524.16","2.18B","0.28%"
"07/24/2019","2,525.07","2,531.86","2,535.14","2,517.06","2.32B","-0.08%"
"07/23/2019","2,527.19","2,536.37","2,539.76","2,518.18","3.27B","-0.15%"
"07/22/2019","2,530.87","2,541.46","2,546.12","2,524.82","2.54B","-0.62%"
"07/19/2019","2,546.55","2,547.41","2,552.48","2,541.03","2.45B","0.70%"
"07/18/2019","2,528.85","2,518.02","2,533.26","2,517.04","1.92B","0.19%"
"07/17/2019","2,523.95","2,529.66","2,537.24","2,521.79","2.91B","-0.36%"
"07/15/2019","2,533.15","2,538.57","2,547.89","2,530.41","2.56B","-0.09%"
"07/12/2019","2,535.51","2,556.34","2,559.19","2,529.47","3.37B","-0.52%"
"07/11/2019","2,548.83","2,560.53","2,564.27","2,544.41","2.97B","-0.04%"
"07/10/2019","2,549.75","2,527.88","2,553.69","2,522.50","2.69B","1.22%"
"07/09/2019","2,519.06","2,532.26","2,541.02","2,518.84","2.60B","-0.75%"
"07/08/2019","2,538.21","2,534.09","2,543.86","2,525.56","2.06B","-0.14%"
"07/05/2019","2,541.72","2,532.77","2,543.05","2,522.53","2.46B","0.41%"
"07/04/2019","2,531.33","2,560.48","2,570.28","2,516.26","3.43B","-0.96%"
"07/03/2019","2,555.98","2,550.27","2,563.54","2,542.97","2.62B","0.28%"
"07/02/2019","2,548.75","2,559.63","2,565.47","2,544.72","2.17B","-0.63%"
"07/01/2019","2,564.91","2,571.02","2,576.18","2,562.53","2.36B","0.73%"
"06/28/2019","2,546.22","2,549.80","2,555.81","2,544.45","2.17B","-0.15%"
"06/27/2019","2,550.03","2,542.75","2,557.02","2,540.41","2.73B","0.60%"
"06/26/2019","2,534.88","2,527.27","2,537.55","2,523.29","2.22B","-0.01%"
"06/25/2019","2,535.07","2,525.34","2,542.29","2,511.32","2.48B","0.37%"
"06/24/2019","2,525.71","2,536.82","2,539.46","2,521.35","2.04B","-0.07%"
"06/21/2019","2,527.36","2,539.87","2,548.78","2,522.87","3.67B","-0.20%"
"06/20/2019","2,532.36","2,521.43","2,540.91","2,514.98","2.87B","0.79%"
"06/19/2019","2,512.62","2,492.07","2,523.17","2,487.61","3.58B","1.56%"
"06/18/2019","2,474.04","2,445.10","2,474.60","2,441.61","2.44B","1.17%"
"06/17/2019","2,445.42","2,455.87","2,463.55","2,444.88","2.84B","-0.32%"
"06/14/2019","2,453.31","2,454.76","2,459.98","2,444.45","2.02B","-0.15%"
"06/13/2019","2,456.89","2,450.21","2,460.99","2,439.29","2.25B","0.13%"
"06/12/2019","2,453.73","2,452.39","2,456.13","2,444.89","2.09B","-0.07%"
"06/11/2019","2,455.33","2,449.25","2,463.89","2,442.22","1.96B","0.39%"
"06/10/2019","2,445.71","2,441.09","2,450.62","2,440.43","1.75B","0.76%"
"06/07/2019","2,427.26","2,435.39","2,438.07","2,422.24","1.44B","-0.09%"
"06/06/2019","2,429.53","2,423.55","2,433.29","2,414.04","1.86B","0.25%"
"06/05/2019","2,423.48","2,423.75","2,429.85","2,414.53","2.39B","0.69%"
"06/04/2019","2,406.78","2,385.19","2,411.81","2,381.75","2.47B","1.25%"
"05/31/2019","2,377.12","2,378.52","2,390.55","2,362.66","1.99B","-0.14%"
"05/30/2019","2,380.36","2,375.65","2,392.45","2,374.51","1.57B","0.21%"
"05/29/2019","2,375.33","2,395.87","2,397.46","2,373.65","2.06B","-0.89%"
"05/28/2019","2,396.62","2,388.43","2,396.94","2,373.14","6.15B","0.63%"
"05/27/2019","2,381.69","2,374.03","2,388.90","2,364.32","1.80B","0.70%"
"05/24/2019","2,365.25","2,350.62","2,372.34","2,341.16","1.84B","0.23%"
"05/23/2019","2,359.77","2,379.45","2,387.26","2,356.98","1.96B","-1.18%"
"05/22/2019","2,387.91","2,371.22","2,389.66","2,371.06","1.93B","1.16%"
"05/21/2019","2,360.55","2,357.77","2,372.05","2,347.27","2.16B","0.20%"
"05/17/2019","2,355.80","2,375.19","2,381.09","2,353.47","1.92B","-0.51%"
"05/16/2019","2,367.81","2,381.99","2,386.94","2,353.33","2.58B","-0.46%"
"05/15/2019","2,378.73","2,402.38","2,407.06","2,378.73","2.13B","-0.79%"
"05/14/2019","2,397.57","2,392.62","2,406.70","2,389.89","2.71B","-0.36%"
"05/13/2019","2,406.23","2,417.65","2,424.14","2,396.28","1.85B","-0.51%"
"05/10/2019","2,418.46","2,427.94","2,431.47","2,402.45","2.01B","0.16%"
"05/09/2019","2,414.63","2,425.83","2,436.52","2,413.07","1.68B","-0.52%"
"05/08/2019","2,427.15","2,439.38","2,442.10","2,422.26","2.51B","-1.00%"
"05/07/2019","2,451.69","2,452.41","2,461.84","2,445.77","2.08B","-0.67%"
"05/03/2019","2,468.28","2,462.85","2,473.41","2,461.88","1.78B","0.02%"
"05/02/2019","2,467.76","2,464.22","2,473.39","2,462.22","1.55B","0.39%"
"04/30/2019","2,458.06","2,447.07","2,462.96","2,446.50","1.60B","0.52%"
"04/29/2019","2,445.34","2,443.32","2,449.82","2,438.36","1.52B","-0.04%"
"04/26/2019","2,446.30","2,456.78","2,458.31","2,438.99","1.52B","-0.43%"
"04/25/2019","2,456.97","2,458.07","2,466.22","2,453.17","1.17B","-0.06%"
"04/24/2019","2,458.54","2,460.26","2,464.66","2,449.08","1.49B","0.15%"
"04/23/2019","2,454.82","2,461.42","2,468.21","2,454.02","1.58B","-0.18%"
"04/22/2019","2,459.28","2,465.13","2,476.49","2,459.22","1.74B","0.02%"
"04/19/2019","2,458.75","2,460.01","2,467.92","2,454.26","1.41B","-0.06%"
"04/18/2019","2,460.21","2,458.63","2,464.11","2,447.09","1.78B","0.17%"
"04/17/2019","2,455.97","2,445.25","2,463.15","2,442.28","1.97B","0.79%"
"04/12/2019","2,436.80","2,433.08","2,440.37","2,426.49","1.33B","0.06%"
"04/11/2019","2,435.43","2,440.03","2,442.31","2,431.02","1.61B","-0.26%"
"04/10/2019","2,441.85","2,436.82","2,447.16","2,434.58","1.67B","0.32%"
"04/09/2019","2,434.16","2,421.91","2,438.99","2,417.91","1.33B","0.84%"
"04/05/2019","2,413.92","2,414.00","2,421.30","2,408.67","1.04B","0.12%"
"04/04/2019","2,411.09","2,420.10","2,421.73","2,403.04","1.22B","-0.36%"
"04/03/2019","2,419.80","2,426.53","2,428.28","2,413.18","1.63B","-0.16%"
"04/02/2019","2,423.57","2,422.44","2,430.02","2,417.13","1.41B","0.48%"
"04/01/2019","2,412.10","2,412.55","2,423.37","2,411.04","1.62B","0.44%"
"03/29/2019","2,401.55","2,404.45","2,411.31","2,395.52","1.31B","0.25%"
"03/28/2019","2,395.51","2,382.31","2,401.35","2,380.58","1.40B","0.29%"
"03/27/2019","2,388.53","2,394.21","2,398.85","2,378.64","1.61B","-0.27%"
"03/26/2019","2,395.02","2,385.29","2,399.02","2,378.34","1.33B","0.46%"
"03/25/2019","2,384.14","2,393.54","2,402.77","2,370.43","1.60B","-1.41%"
"03/22/2019","2,418.15","2,400.21","2,419.06","2,395.36","1.51B","0.95%"
"03/21/2019","2,395.50","2,391.64","2,405.78","2,390.83","1.47B","0.49%"
"03/20/2019","2,383.74","2,390.21","2,397.41","2,382.40","1.26B","-0.18%"
"03/19/2019","2,388.01","2,367.88","2,394.05","2,366.41","1.24B","0.88%"
"03/18/2019","2,367.28","2,385.64","2,388.94","2,359.43","1.66B","-0.54%"
"03/15/2019","2,380.23","2,396.88","2,400.99","2,379.68","1.94B","-0.64%"
"03/14/2019","2,395.50","2,405.11","2,407.26","2,393.32","2.27B","-0.21%"
"03/13/2019","2,400.48","2,377.37","2,400.50","2,372.53","1.59B","0.86%"
"03/12/2019","2,380.12","2,387.58","2,391.70","2,375.74","1.76B","0.00%"
"03/11/2019","2,380.07","2,391.74","2,397.00","2,376.73","1.07B","-0.27%"
"03/08/2019","2,386.43","2,389.70","2,400.11","2,379.03","1.24B","-0.25%"
"03/07/2019","2,392.53","2,378.83","2,397.82","2,375.83","1.58B","0.56%"
"03/06/2019","2,379.17","2,396.62","2,402.22","2,376.66","1.75B","-0.93%"
"03/05/2019","2,401.49","2,393.24","2,406.55","2,386.40","1.45B","0.23%"
"03/04/2019","2,395.86","2,405.98","2,411.05","2,392.22","1.65B","-0.42%"
"03/01/2019","2,405.95","2,428.74","2,431.50","2,404.34","2.28B","-0.79%"
"02/28/2019","2,425.16","2,448.07","2,448.95","2,424.49","2.07B","-0.88%"
"02/27/2019","2,446.60","2,444.23","2,452.58","2,436.98","2.41B","0.13%"
"02/26/2019","2,443.33","2,447.00","2,456.01","2,440.69","2.38B","-0.58%"
"02/25/2019","2,457.57","2,446.69","2,463.04","2,446.05","2.09B","0.86%"
"02/22/2019","2,436.52","2,412.36","2,441.03","2,411.79","1.69B","0.82%"
"02/21/2019","2,416.73","2,416.15","2,424.56","2,407.76","1.46B","0.12%"
"02/20/2019","2,413.94","2,402.49","2,416.98","2,396.39","1.48B","0.69%"
"02/18/2019","2,397.33","2,412.95","2,417.04","2,396.62","1.16B","-0.09%"
"02/15/2019","2,399.38","2,422.24","2,424.34","2,395.16","1.87B","-1.09%"
"02/14/2019","2,425.84","2,435.48","2,437.92","2,421.66","1.82B","-0.25%"
"02/13/2019","2,431.90","2,421.08","2,434.58","2,414.55","1.61B","0.94%"
"02/12/2019","2,409.33","2,402.11","2,415.53","2,398.71","1.31B","0.25%"
"02/11/2019","2,403.36","2,413.40","2,418.73","2,394.90","1.40B","-0.92%"
